years,datetime,city,state,shape,duration (seconds),comments,latitude,longitude 
1960,06 January 1960,vassalboro,me,oval,7200,Multi experiences with unknown.,44.4591667,-69.6780556
1960,07 January 1960,salt lake city,ut,disk,300,I saw the craft in daylight hoovering over me.  I viewed it for several moments and then it went straight up at an incredible speed&#44 to,40.7608333,-111.8902778
1960,07 January 1960,great bend,ks,other,120,MISSOURI INVESTIGATORS GROUP Report:  One night I  saw a White cube that glowed like a light bulb.,38.3644444,-98.7644444
1960,07 January 1960,portland,or,unknown,1800,Stationary Lights Over Portland OR Around 1960,45.5236111,-122.675
1960,08 January 1960,carteret,nj,cigar,600,Cigar shapped object made no sounds&#44 moved slowly overhead and then with tremendous speed vanished,40.5772222,-74.2286111
1960,08 January 1960,allentown,pa,cylinder,3600,Historical color video of major USA event shows presence of UFO,40.6083333,-75.4905556
1960,08 January 1960,taftville,ct,disk,60,Saw a white saucer-shaped object hovering over church steeple in day time then  just faded away,41.5697222,-72.0477778
1960,08 January 1960,boston,ma,disk,1800,Observed strange large disk like craft.,42.3583333,-71.0602778
1960,11 February 1960,westbury,ny,disk,60,Father Mother and son in car stopped in middle of street to see a saucer with lights around the rim hovering above their house.,40.7555556,-73.5880556
1960,06 March 1960,santa ana,ca,disk,300,Saucer shaped craft seen June 1960 over Santa Ana&#44 California,33.7455556,-117.8669444
1960,07 April 1960,new berlin,wi,circle,300,Large&#44 slow moving craft&#44 above the clouds&#44 blinked out like a lightbulb before reaching the horizon,42.9763889,-88.1083333
1960,09 May 1960,buffalo,ny,oval,180,Precise movements of a &quot;craft&quot; apparently observing a large tank like structure.,42.8863889,-78.8786111
1960,06 June 1960,cape canaveral,fl,fireball,14400,It was as if a huge ball of light zoomed down from the sky and just disappeared before my eyes.,28.4055556,-80.605
1960,06 October 1960,philadelphia,pa,sphere,4,SPHERE 3 TIMES MOON SIZE&#44 WITH MOVING COLORS WITH-IN IT,39.9522222,-75.1641667
1960,08 October 1960,watchung,nj,cigar,20,Cigar shaped object&#44 reddish brown that hummed overhead with hieroglyphics like writing in Watchung New Jersey.,40.6377778,-74.4513889
1960,08 October 1960,belmont,ny,circle,1200,a bright light followed a slow zigzag path from the horizon to the zenith then made a right angle turn,42.2230556,-78.0347222
1960,09 October 1960,wichita,ks,oval,1200,MADE  ONY  A  HUMMING SOUND EVEN WHEN  IT TOOK OFF.,37.6922222,-97.3372222
1960,10 October 1960,kaneohe,hi,light,900,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,21.4180556,-157.8036111
1960,11 November 1960,sumner (lake tapps area),wa,sphere,30,Sphere with Spikes over Lake Tapps traveling West to East in 1960,47.2033333,-122.2391667
1960,03 December 1960,houston,tx,triangle,10800,saw in sky made no noise lots of flashing lights observed with telescope,29.7630556,-95.3630556
1960,06 December 1960,great falls,mt,formation,1200,SAC at Malstrom AF Base not Concerned&#33,47.5002778,-111.3
1961,01 January 1961,santa clara,ca,circle,10800,Stationary circular object 12 oclock high.,37.3541667,-121.9541667
1961,01 January 1961,kendallville,in,circle,30,It was a clear Indiana day and I saw something fascinating,41.4413889,-85.265
1961,04 January 1961,shenandoah,pa,light,120,UFOs spotted coming from behind the moon,40.8202778,-76.2011111
1961,05 January 1961,auburn,wa,cigar,300,Grandmother saw a cigar shaped craft which she said was as long as the valley is wide.,47.3075,-122.2272222
1961,06 January 1961,alpine,ut,disk,2700,This sighting was in the early 1960s when I was 14 and had not heard of ufos yet&#44 but watched it with friends for about 45 minutes.,40.4533333,-111.7772222
1961,07 January 1961,lawrenceville,ga,circle,120,I could have hit it with a rock,33.9561111,-83.9880556
1961,08 January 1961,mill valley,ca,disk,180,Clear view of a &quot;flying saucer&quot;.,37.9061111,-122.5438889
1961,09 January 1961,toledo,oh,light,172800,Watched light move over woods for several nights&#44 encountered two small glowing figures&#44 experienced time displacement.,41.6638889,-83.5552778
1961,10 January 1961,tulsa,ok,disk,120,October&#44 1961&#44 Tulsa Oklahoma: low altitude&#44 slow&#44 disk object(s); high speed turns&#44 v. high accelleration.,36.1538889,-95.9925
1961,10 January 1961,nashville,tn,disk,1800,In October 1961&#44 a silvery flattened disk hovered motionless over a local school fair for more than 30 minutes.,36.1658333,-86.7844444
1961,10 January 1961,toledo,oh,sphere,180,Observed dull silver metallic sphere hovering outside of bedroom window as a child.  Had direct communication with sphere.,41.6638889,-83.5552778
1961,10 January 1961,graham,nc,triangle,30,3 flat&#44 large  white lights in delta pattern&#44 no sound&#44 flying at tree-top level at 35-40 mph,36.0688889,-79.4008333
1961,02 February 1961,lancaster,ca,disk,180,Brilliant&#44silver disk. 50 to 55 degree angle of sight. Appears to be stationary in sky.Smaller object 1/8 the size of larger&#44same color,34.6980556,-118.1358333
1961,08 May 1961,glenshaw,pa,disk,900,2 scientists&#44 among 7 witnesses see disk hovering approximately 100 feet above neighbor&#39s home then yard.,40.5327778,-79.9677778
1961,08 May 1961,pittsburgh,pa,sphere,600,Orange yellow sphere size of small house hovers above trees 50 feet away from young girl on country lane,40.4405556,-79.9961111
1961,08 September 1961,palatine,il,disk,1800,saw 5 orange disks bobbing up &amp; down and side to side watching us at a missle base,42.1102778,-88.0341667
1961,06 October 1961,carrollton,tx,unknown,60,A greenish light lit up the whole area.,32.9536111,-96.89
1961,10 October 1961,bristol,tn,sphere,300,My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi,36.595,-82.1888889
1961,11 November 1961,bakersfield,ca,circle,600,Round red glowing object in the night sky...changed colors......and did not seem to be very high......,35.3733333,-119.0177778
1962,01 January 1962,key west,fl,sphere,300,in the very early morning hours of 1962&#44 I don&#39t recall the date or month&#44 at the time I was only 10 years of age&#44 a very loud whistlei,24.5552778,-81.7827778
1962,03 January 1962,snohomish,wa,diamond,1500,I saw a UFO shoot incredibly fast and straight across large areas of the sky and then stop instantly at a new location.,47.9130556,-122.0969444
1962,06 January 1962,san francisco,ca,circle,900,My personal UFO sighting,37.775,-122.4183333
1962,06 January 1962,ellwood city,pa,disk,60,came down never touched ground had mist like around it&#44 about 1 yard wide wide&#44 hovered off ground right where I was sitting for about,40.8616667,-80.2866667
1962,06 January 1962,benton,il,disk,900,Saucer shaped object in daytime nearly landed next to me.  When my mother ran out to me&#44 it flew away.,37.9966667,-88.92
1962,06 January 1962,aurora,co,light,5,object seen moving from one star to another,39.7294444,-104.8313889
1962,06 January 1962,bartlesville,ok,unknown,120,Childhood visitation 1962&#44 possible implant&#44 first sighting 1977.  other sightings of craft on several occasions. 500 Lights On Obj,36.7472222,-95.9805556
1962,07 January 1962,chicago,il,disk,600,Summer of 1962 Chicago &quot;Plane towing lighted sign&quot; flap,41.85,-87.65
1962,07 January 1962,seattle,wa,other,30,randomly moving starlike shape,47.6063889,-122.3308333
1962,08 January 1962,charleston,sc,disk,300,Flying disk near Air Base in Charleston SC around 1962 summer,32.7763889,-79.9311111
1962,08 January 1962,savannah,ga,disk,900,a round&#44 disk like craft with circling lights on the underside of it hovered and flew over our neighborhood around 6 pm&#448/62,32.0833333,-81.1
1962,08 January 1962,beaverton,or,triangle,120,Daytime approach and stopped within short distance and was extremely visible.,45.4872222,-122.8025
1962,09 January 1962,seattle,wa,circle,180,This event occurred many years ago when I was eight. I have never spoken publicly of it&#44 but now&#44 at the age of 45&#44 I am interested in,47.6063889,-122.3308333
1962,11 January 1962,valparaiso,fl,cigar,300,orange&#44 glowing cigar over bayou,30.5083333,-86.5027778
1962,03 March 1962,wendover,ut,disk,900,MY BROTHER IN LAW WHO IS FROM VANCOUVER BC. AND HAS DUAL PASSPORT WAS IN WEST WENDOVER FOR GAMBLING PURPOSES.HAVING BEEN IN THE US.NAVY,40.7372222,-114.0366667
1962,07 April 1962,spearman,tx,unknown,900,Laying on my back looking at the stars when one shot across the sky&#44 did a 90 degree turn without slowing and stopped...then a second o,36.1983333,-101.1919444
1962,09 April 1962,st. louis,mo,sphere,3600,Observation of spherical white colored craft in geostationary position for 1 hour plus.,38.6272222,-90.1977778
1962,07 July 1962,lindsay,ok,cylinder,600,white beam of light and cylindrical object,34.8347222,-97.6022222
1962,03 August 1962,clayton,nc,unknown,1800,Oh My God&#33&#33&#33 I thought that it was just me&#44 I was afraid to ask my neighbors if they had heard what I had heard on the evening of 2/27/,35.6505556,-78.4566667
1962,08 August 1962,lodi,oh,other,600,cluster UFO&#39s ...no sound...it looked like one craft with.approx. 10-12 circular with bright red lights. Broke apart into seperate craf,41.0333333,-82.0122222
1962,11 September 1962,pharr,tx,chevron,40,V shaped glowing object splits up into six similar objects and quickly disperse.,26.1944444,-98.1833333
1962,07 October 1962,tannersville,ny,light,120,1962 shiny object flying over New York Catskills south to north at approx 10&#44000 feet with two USAF jets chasing it.,42.1955556,-74.1341667
1962,08 October 1962,wellington,ks,unknown,2400,An early 1960&#39s encounter with  possible alien occupants  near Wellington&#44 Ks,37.2652778,-97.3713889
1963,01 January 1963,helena (near),mt,diamond,3600,Diamond shaped UFO blocks USAF runway,46.5927778,-112.0352778
1963,04 January 1963,tucson,az,triangle,600,Observed in western sky @ about 100 ft. flying to the south at about 10 to25 mph Flying in formation as geese would fly,32.2216667,-110.9258333
1963,06 January 1963,st. louis county,mo,cigar,300,Cigar shaped craft hovering over swimming pool&#44 March 1963&#44 02:00-03:00&#44 slits along edge of hull of craft,38.6272222,-90.1977778
1963,06 January 1963,gonzales,tx,cigar,30,Object was cigar shaped&#44lights along side and exremely fast.,29.5013889,-97.4522222
1963,06 January 1963,houston,tx,cigar,300,Cigar shaped UFO over north Houston&#44&#44  before the building of IAH.,29.7630556,-95.3630556
1963,06 January 1963,albemarle,nc,disk,1200,outside playling &#44neighbor starting yelling pointing up to the sky &#44 went over to look the woman was scared she ran into her house told,35.35,-80.2002778
1963,06 January 1963,colorado springs (mtns. nw of),co,disk,300,UFO hovered and made right angle turns before shooting off at an incredible rate of speed when approached by a jet.,38.8338889,-104.8208333
1963,06 January 1963,waukegan,il,formation,900,Group of stationary objects high in afternoon sky with new objects entering group and some leaving,42.3636111,-87.8447222
1963,06 January 1963,laguna beach (south),ca,light,120,USO(s) - Unidentified Submerged Object(s) -- yeh&#33 I know guys&#33 You probably only care about lights in the sky&#33 But hey I&#39m not the only,33.5422222,-117.7822222
1963,06 January 1963,rodeo,ca,sphere,300,Blue humming and vibrating sphere in my room,38.0330556,-122.2658333
1963,06 January 1963,kirksey,ky,triangle,60,Triangle shaped UFO seen in daytime in 1963 in rural West Kentucky community,36.6986111,-88.3952778
1963,06 January 1963,royal oak,mi,triangle,180,A hovering triangular craft&#44 with moving white lights on the sides and a red light on the bottom.,42.4894444,-83.1447222
1963,06 January 1963,cocoa,fl,unknown,900,We are not alone&#44  I swear it before God Almighty.,28.3858333,-80.7422222
1963,07 January 1963,san francisco,ca,disk,259200,San Francisco man&#44 then 22&#44 reported details of 1963 abduction to friend. 500 Lights On Object0: Yes,37.775,-122.4183333
1963,07 January 1963,jonesboro (arkansas state university),ar,disk,28800,Craft (typical saucer style] appeared low over bldgs.&#44 sonic boom from jet from airforce base 45mi. away. Craft went straight up and ou,35.8422222,-90.7041667
1963,07 January 1963,lincoln,mo,other,28800,Lights in the Sky? What are they and where did they c ome from? Benton County Missouri July 1&#441963,38.3908333,-93.3344444
1963,07 January 1963,lincoln,mo,other,28800,This report is based upon a witness who  said that a great armada of bright lights in the Benton county sky was so bright that it was l,38.3908333,-93.3344444
1963,07 January 1963,new york city (brooklyn),ny,oval,180,CRAFT FLYING ACROSS THE NEW YORK CITY SKYLINE,40.7141667,-74.0063889
1963,08 January 1963,amsterdam,ny,disk,240,Observed 2 saucer shaped objects&#44 traveling at high speed&#44 vertically and horizontally.,42.9386111,-74.1886111
1963,08 January 1963,wenatchee,wa,formation,5,V formation of 7 to 9 lights fly from horizon to horizon,47.4236111,-120.3091667
1963,08 January 1963,compton,ca,light,1200,Photoflash light&#44 very intense&#44 very quick&#44 very deliberate.,33.8958333,-118.2191667
1963,07 February 1963,tucson,az,other,1200,Large blimp like object 1960&#39s,32.2216667,-110.9258333
1963,07 March 1963,east vassalboro,me,triangle,180,Black triangle with central orange light moving slowly across sky.,44.4477778,-69.6063889
1963,10 March 1963,new york city (richmond hills) (queens),ny,circle,2,This thing zoomed in a zig zag motion and suddenly zoomed lightning fast up into the space of darkness.,40.7141667,-74.0063889
1963,10 April 1963,prince george,va,disk,7200,Two glowing saucers came down and floated above me and a friend; event lasted at least two hours. 500 Lights On Object0: Yes,37.2202778,-77.2883333
1963,11 April 1963,millington,nj,disk,420,a pie shaped disc with 2red and 2 white lights closely hovering over neighbors home.,40.6772222,-74.5180556
1963,04 July 1963,vero beach,fl,disk,600,Vero Beach Fla&#44 1960&#39s; low&#44 huge hovering disk over highway shooting colored lights out the back  with illuminated windows.,27.6383333,-80.3975
1963,05 July 1963,lynn,ma,disk,21600,05/07/1965; @3:00am lynn&#44ma essex county usa; two abductees&#44 8 witnesses; two sauces&#44 1 burnt field,42.4666667,-70.95
